title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,averageRating,ratingsCount,subtitle,comicsContent,seriesInfo
The Horrors of Andersonville,['Catherine Gourley'],Twenty-First Century Books ™,2014-08-01,"The Confederate prison known as Andersonville existed for only the last fourteen months of the Civil War―but its well-documented legacy of horror has lived on in the diaries of its prisoners and the transcripts of the trial of its commandant. The diaries describe appalling conditions in which vermin-infested men were crowded into an open stockade with a single befouled stream as their water source. Food was scarce and medical supplies virtually nonexistent. The bodies of those who did not survive the night had to be cleared away each morning. Designed to house 10,000 Yankee prisoners, Andersonville held 32,000 during August 1864. Nearly a third of the 45,000 prisoners who passed through the camp perished. Exposure, starvation, and disease were the main causes, but excessively harsh penal practices and even violence among themselves contributed to the unprecedented death rate. At the end of the war, outraged Northerners demanded retribution for such travesties, and they received it in the form of the trial and subsequent hanging of Captain Henry Wirz, the prison’s commandant. The trial was the subject of legal controversy for decades afterward, as many people felt justice was ignored in order to appease the Northerners’ moral outrage over the horrors of Andersonville. The story of Andersonville is a complex one involving politics, intrigue, mismanagement, unfortunate timing, and, of course, people - both good and bad. Relying heavily on first-person reports and legal documents, author Catherine Gourley gives us a fascinating look into one of the most painful incidents of U.S. history.","[{'type': 'ISBN_13', 'identifier': '9781467776325'}, {'type': 'ISBN_10', 'identifier': '1467776327'}]","{'text': True, 'image': True}",192.0,BOOK,['Young Adult Nonfiction'],NOT_MATURE,False,1.2.2.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=YJ5XBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=YJ5XBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=YJ5XBAAAQBAJ&printsec=frontcover&dq=intitle:ANDERSONVILLE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=YJ5XBAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=YJ5XBAAAQBAJ,,,Life and Death Inside a Civil War Prison,,
Cash McCall,['Cameron Hawley'],Open Road Media,2015-12-08,"A financial adventurer becomes a hero to some, a villain to many, and a lover to one as he buys and sells companies in a thrilling game of wits and cunning in this New York Times bestseller from the author of Executive Suite Cash McCall is a believer in free enterprise, a man not yet forty who buys, sells, and merges companies to make huge profits in a postwar nation of conformist “company men.” McCall is an enigma who operates out of an expensive tenth-floor suite in a Philadelphia hotel that he may or may not own. He’s single, conducts secret business meetings, and is both envied and hated. No one knows where he came from. Grant Austen spent three decades building his plastics company. Now, as he seeks counsel from his banker and lawyer about selling out, he unwittingly triggers a whirlwind of corporate and financial maneuvering he doesn’t fully understand. And his daughter, Lory, commits the cardinal sin of falling in love with Cash McCall, the man who’s about to buy her father’s company out from under him. But who is Cash McCall? A ruthless operator or a rugged individualist? Reminiscent of Ayn Rand’s The Fountainhead, this is a novel about love, the free enterprise system, and one man’s refusal to be anyone but himself.","[{'type': 'ISBN_13', 'identifier': '9781504025812'}, {'type': 'ISBN_10', 'identifier': '1504025814'}]","{'text': True, 'image': True}",461.0,BOOK,['Fiction'],NOT_MATURE,False,1.14.13.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=OYbICgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=OYbICgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=OYbICgAAQBAJ&printsec=frontcover&dq=intitle:CASH+McCALL&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=OYbICgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=OYbICgAAQBAJ,,,A Novel,,
Ten North Frederick,"[""John O'Hara""]",Penguin,2014-06-24,"The National Book Award–winning novel by the writer whom Fran Lebowitz called “the real F. Scott Fitzgerald” Joe Chapin led a storybook life. A successful small-town lawyer with a beautiful wife, two over-achieving children, and aspirations to be president, he seemed to have it all. But as his daughter looks back on his life, a different man emerges: one in conflict with his ambitious and shrewish wife, terrified that the misdeeds of his children will dash his political dreams, and in love with a model half his age. With black wit and penetrating insight, Ten North Frederick stands with Richard Yates’ Revolutionary Road, Evan S. Connell’s Mr. Bridge and Mrs. Bridge, the stories of John Cheever, and Mad Men as a brilliant portrait of the personal and political hypocrisy of mid-century America. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","[{'type': 'ISBN_13', 'identifier': '9780698141803'}, {'type': 'ISBN_10', 'identifier': '0698141806'}]","{'text': True, 'image': False}",464.0,BOOK,['Fiction'],NOT_MATURE,True,1.2.3.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=g1I8AgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=g1I8AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=g1I8AgAAQBAJ&printsec=frontcover&dq=intitle:TEN+NORTH+FREDERICK&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=g1I8AgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=g1I8AgAAQBAJ,,,,,
The Last Hurrah,"[""Edwin O'Connor""]",University of Chicago Press,2016-04-25,"A corrupt mayor runs his final campaign in this “remarkably intelligent, informed, well-conceived, and highly readable” classic novel (Chicago Tribune). “We’re living in a sensitive age, Cuke, and I’m not altogether sure you’re fully attuned to it.” So says Irish-American politician Frank Skeffington—a cynical, corrupt 1950s mayor, and also an old-school gentleman who looks after the constituents of his New England city and enjoys their unwavering loyalty in return. But in our age of dynasties, mercurial social sensitivities, and politicians making love to the camera, Skeffington might as well be talking to us. Not quite a roman á clef of notorious Boston mayor James Michael Curley, The Last Hurrah tells the story of Skeffington’s final campaign as witnessed through the eyes of his nephew, who learns a great deal about politics as he follows his uncle to fundraisers, wakes, and into smoke-filled rooms, ultimately coming—almost against his will—to admire the man. Adapted into a 1958 film starring Spencer Tracy and directed by John Ford (and which Curley tried to keep from being made), Edwin O’Connor’s opus reveals politics as it really is, and big cities as they really were. An expansive, humorous novel offering deep insight into the Irish-American experience and the ever-changing nature of the political machine, The Last Hurrah reveals political truths still true today: what the cameras capture is just the smiling face of the sometimes sordid business of giving the people what they want. Praise for The Last Hurrah “The best novel about American politics and the best novel about Irish-Americans I have ever read.” —New York Times “A splendid inside job on big city politics. It establishes O’Connor as one of our most gifted interpreters of American life.” —Chicago Tribune “In today’s soulless, prefabricated, follow-the-polling-data political environment, The Last Hurrah is a reminder of where we came from and how we got here. . . . O’Connor’s marking of the end of an era is still relevant, prescient in its gloomy foretelling of cultural change. . . . The Last Hurrah is the rich story of personality- and class-driven politics, now footnotes in contemporary culture.” —Boston Globe","[{'type': 'ISBN_13', 'identifier': '9780226321554'}, {'type': 'ISBN_10', 'identifier': '022632155X'}]","{'text': True, 'image': True}",448.0,BOOK,['Fiction'],NOT_MATURE,True,0.6.5.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=gYv2CwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=gYv2CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=gYv2CwAAQBAJ&printsec=frontcover&dq=intitle:THE+LAST+HURRAH&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=gYv2CwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=gYv2CwAAQBAJ,,,,,
Imperial Women,['S.E. Wood'],BRILL,2018-07-17,"From the end of the Roman Republic to the death of the last Julio-Claudian emperor, portraits of women - on coins, public monuments, and private luxury objects - became an increasingly familiar sight throughout the empire. These women usually represented the distinguished bloodlines of the head of the state, or his hopes for succession, but in every case, their images were freighted with political significance. These objects also communicated social messages about the appropriate roles, behavior, and self-presentation of women. This volume traces the emergence and development of the public female portrait, from Octavia, the first Roman woman to be represented in propria persona on coinage, to the formidable and ambitious Agrippina the Younger, whose assassination demonstrated to later women the limits of official power they could demand.","[{'type': 'ISBN_13', 'identifier': '9789004351288'}, {'type': 'ISBN_10', 'identifier': '9004351280'}]","{'text': False, 'image': True}",501.0,BOOK,['Literary Criticism'],NOT_MATURE,False,0.1.1.0.preview.1,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=cfh5DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=cfh5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=cfh5DwAAQBAJ&printsec=frontcover&dq=intitle:IMPERIAL+WOMAN&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=cfh5DwAAQBAJ&dq=intitle:IMPERIAL+WOMAN&hl=&source=gbs_api,https://books.google.com/books/about/Imperial_Women.html?hl=&id=cfh5DwAAQBAJ,,,"A Study in Public Images, 40 B.C. - A.D. 68, Revised edition",,
Lucy Crown,['Irwin Shaw'],Open Road Media,2013-04-16,"A New York Times bestseller from an author with “a natural gift for storytelling”: A mother and son are reunited years after a shattering betrayal (The New York Times). She passes through the Paris restaurant, alone, unbent, and unbroken. Lucy Crown has lived with heartbreak for long enough that it no longer shows on her face, and she’s not afraid to dine in solitude. But then she sees him across the bar, full of liquor and life, looking far happier than he did the last time she saw him two decades before: Tony, her son—the one man she loved more than any other, the one she nearly destroyed. Twenty years earlier, in 1937, Lucy was an unhappily married suburban housewife, and Tony was so frail his parents were forced to hire a companion for him. When the companion caught Lucy’s eye, he awoke in her a feeling of passion she thought had died long ago—leading to an act of indiscretion during a vacation in Vermont that would upend their family, and take half a lifetime to repair. From the author of such classics as Rich Man, Poor Man and The Young Lions—an O. Henry Award winner who “always writes immensely readable books”—Lucy Crown is an unflinching look at the emotional reality of infidelity, heartbreak, and divorce that remains a testament to the power of forgiveness (The New York Times). This ebook features an illustrated biography of Irwin Shaw including rare images and never-before-seen documents from the author’s estate.","[{'type': 'ISBN_13', 'identifier': '9781480412415'}, {'type': 'ISBN_10', 'identifier': '1480412414'}]","{'text': True, 'image': True}",408.0,BOOK,['Fiction'],NOT_MATURE,True,1.18.17.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=YlPFmAzI_FQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=YlPFmAzI_FQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=YlPFmAzI_FQC&printsec=frontcover&dq=intitle:LUCY+CROWN&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=YlPFmAzI_FQC&source=gbs_api,https://play.google.com/store/books/details?id=YlPFmAzI_FQC,,,A Novel,,
The Mandarins,['Simone de Beauvoir'],New York : W.W. Norton,1991,"In her most famous novel, Simone de Beauvoir takes an unflinching look at Parisian intellectual society at the end of World War II, fictionally relating the stories of those around her--Jean-Paul Sartre, Albert Camus, Arthur Koestler, and Nelson Algren.","[{'type': 'ISBN_10', 'identifier': '039330745X'}, {'type': 'ISBN_13', 'identifier': '9780393307450'}]","{'text': False, 'image': False}",610.0,BOOK,['France'],NOT_MATURE,False,preview-1.0.0,,"{'smallThumbnail': 'http://books.google.com/books/content?id=I2I5PwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=I2I5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=I2I5PwAACAAJ&dq=intitle:THE+MANDARINS&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=I2I5PwAACAAJ&dq=intitle:THE+MANDARINS&hl=&source=gbs_api,https://books.google.com/books/about/The_Mandarins.html?hl=&id=I2I5PwAACAAJ,,,A Novel,,
A thing of beauty,,,2005,,"[{'type': 'ISBN_10', 'identifier': '9035126033'}, {'type': 'ISBN_13', 'identifier': '9789035126039'}]","{'text': False, 'image': False}",387.0,BOOK,['Poetry'],NOT_MATURE,False,preview-1.0.0,,"{'smallThumbnail': 'http://books.google.com/books/content?id=9TnpAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=9TnpAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=9TnpAAAACAAJ&dq=intitle:A+THING+OF+BEAUTY&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=9TnpAAAACAAJ&dq=intitle:A+THING+OF+BEAUTY&hl=&source=gbs_api,https://books.google.com/books/about/A_thing_of_beauty.html?hl=&id=9TnpAAAACAAJ,,,de bekendste gedichten uit de wereldliteratuur,,
Don't Go Near the Water!,['Veronika Martenova Charles'],Tundra Books,2009-05-08,"Having been warned to stay away from the high waters of the local creek, the boys’ imaginations run as swiftly as the stream. Before they know it, they have scared themselves silly with stories like The Children with Green Teeth, from Britain; The Deadly Beach, from Hawaii; and The Waterman, from Central Europe.","[{'type': 'ISBN_13', 'identifier': '9781770490550'}, {'type': 'ISBN_10', 'identifier': '1770490558'}]","{'text': True, 'image': False}",58.0,BOOK,['Juvenile Fiction'],NOT_MATURE,False,1.4.1.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=oHF2srd5u2EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=oHF2srd5u2EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=oHF2srd5u2EC&printsec=frontcover&dq=intitle:DON%27T+GO+NEAR+THE+WATER&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=oHF2srd5u2EC&source=gbs_api,https://play.google.com/store/books/details?id=oHF2srd5u2EC,,,,,
A Certain Smile,['Francoise Sagan'],,1977,,"[{'type': 'OTHER', 'identifier': 'OCLC:896662104'}]","{'text': False, 'image': False}",,BOOK,,NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}",,en,http://books.google.nl/books?id=dLxxtAEACAAJ&dq=intitle:A+CERTAIN+SMILE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=dLxxtAEACAAJ&dq=intitle:A+CERTAIN+SMILE&hl=&source=gbs_api,https://books.google.com/books/about/A_Certain_Smile.html?hl=&id=dLxxtAEACAAJ,,,,,
Peyton Place,['Grace Metalious'],UPNE,2011-03-15,A new paperback edition of the infamous novel that shocked the nation,"[{'type': 'ISBN_13', 'identifier': '9781555537593'}, {'type': 'ISBN_10', 'identifier': '1555537596'}]","{'text': True, 'image': True}",411.0,BOOK,['Social Science'],NOT_MATURE,True,1.7.4.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=YZX5AYETTDEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=YZX5AYETTDEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=YZX5AYETTDEC&printsec=frontcover&dq=intitle:PEYTON+PLACE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=YZX5AYETTDEC&dq=intitle:PEYTON+PLACE&hl=&source=gbs_api,https://books.google.com/books/about/Peyton_Place.html?hl=&id=YZX5AYETTDEC,,,,,
